category_code,event_name,elimination_name,discipline_id,ladder_id,sex,discipline,total_rounds,to_advance,last_update,round_name,heat_id,heat_name,sailor_name,sail_nr,place,note
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,3,1663_20a,20,Bang Wittrup,D-82,2,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,3,1663_20a,20,Piccaglia,E-19,3,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,3,1663_20a,20,Behrens,G-209,4,
876,2024 Gran Canaria PWA Windsurfing Grand Slam ******,Womens 2024 Gran Canaria PWA Windsurfing Grand Slam ****** Women Wave elimination double elimination,961,876,female,wave,3,2,07/07/2024 16:43,3,1663_20a,20,Brødholt,NOR-500,1,
882,2024 Gran Canaria PWA Windsurfing Grand Slam ******,2024 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 10,962,882,,slalom,4,6,07/07/2024 13:06,1,,1,Vrieswijk,NB-20,1,
882,2024 Gran Canaria PWA Windsurfing Grand Slam ******,2024 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 10,962,882,,slalom,4,6,07/07/2024 13:06,1,,1,Iachino,ITA-140,2,
882,2024 Gran Canaria PWA Windsurfing Grand Slam ******,2024 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 10,962,882,,slalom,4,6,07/07/2024 13:06,1,,1,Bordes,FRA-91,5,
882,2024 Gran Canaria PWA Windsurfing Grand Slam ******,2024 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 10,962,882,,slalom,4,6,07/07/2024 13:06,1,,1,Cousin,FRA-752,7,
882,2024 Gran Canaria PWA Windsurfing Grand Slam ******,2024 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 10,962,882,,slalom,4,6,07/07/2024 13:06,1,,1,Vonk,NED-69,4,
882,2024 Gran Canaria PWA Windsurfing Grand Slam ******,2024 Gran Canaria PWA Windsurfing Grand Slam ****** Mens Slalom Elimination 10,962,882,,slalom,4,6,07/07/2024 13:06,1,,1,Martini,ITA-160,11,
